book_id,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,choice_11,choice_12,choice_13,choice_14,choice_15,choice_16,choice_17,choice_18,choice_19,choice_20
3034,5305,6300,4557,4390,3567,761,647,1711,694,411,3610,2581,1417,8356,4400,1879,952,1072,1063,2938
3035,3431,3653,4481,3158,4802,3940,4876,1016,6987,6352,5952,4794,7758,4630,4546,3058,5408,2970,2031,5299
3036,4031,4979,3883,2691,2034,2923,3254,2423,5412,1153,743,4216,9546,9938,5206,9300,2225,7471,2494,2035
3037,5569,2365,2993,2468,1784,1569,7204,402,3169,7210,6788,2157,1717,7037,2199,1706,4777,7562,8965,3101
3038,2322,1587,8449,8566,482,3905,396,3134,668,825,2839,5104,848,1216,273,414,2350,9145,438,1406
3039,5350,1004,423,348,4350,4480,2734,581,7062,2112,827,4021,2908,1366,435,2876,6421,4135,452,7535
3040,2776,3666,1983,6803,1994,8364,2665,1295,3589,7847,5466,4662,812,6700,7510,2364,4448,3434,5190,1165
3041,4054,3181,3939,3520,4780,3840,2572,5208,2308,6832,3320,2797,3734,3785,4292,4893,3881,6824,6572,4723
3042,3386,4089,3067,5361,5741,4133,6757,7972,2575,1599,3290,6360,1406,692,686,9786,8536,8136,1072,2378
3043,3371,1563,9335,7004,4786,4247,9931,6854,5485,5209,8785,8579,7265,7376,7067,3440,8421,5507,3507,794
3044,2619,4782,2291,5352,1323,8871,9200,7585,6183,7195,5883,5855,1726,923,2120,1397,314,1172,3769,5732
3045,8869,827,324,363,921,2626,4093,5817,9909,5552,6705,6815,2876,7685,950,1375,1919,7989,1203,4480
3046,8246,1013,8533,3159,9815,913,2020,2753,7894,6305,7385,5657,6988,9537,2744,6971,6110,7189,4272,8201
3047,3274,1348,3363,4877,5303,6334,5446,798,5265,7611,2095,251,364,2512,358,391,1488,888,157,579
3048,3156,5851,6149,2284,7495,4970,8355,4769,4622,6723,8223,8809,5054,380,9292,7809,4634,6866,9494,8175
3049,6593,5387,9826,7669,9874,546,2439,4796,2912,9865,1079,6204,1847,2903,3480,606,3674,6240,489,7727
3050,4618,4463,2180,5669,4512,2842,5941,6134,1831,4294,2791,2383,2539,3357,4948,3945,3355,3005,3537,1150
3051,4375,1775,2181,4709,3232,2039,2879,2438,4886,5492,2582,3376,4010,1478,2260,1603,6850,1447,3303,2446
3052,3350,4125,2764,3563,4599,923,3677,9692,9165,447,1634,2968,1780,2463,345,1535,1172,2447,5444,7927
3053,2800,3391,2502,2264,2094,2138,1959,5618,6912,1821,1694,1627,1226,1181,1390,3025,1606,8711,996,5139
3054,2101,3275,8028,7171,4107,3753,4038,1609,7507,3095,4229,1619,4208,3131,3220,5701,2733,4766,9441,2968
3055,5923,2937,7906,1572,3660,3082,3086,766,2782,3396,1950,1895,3395,2514,2353,5580,8181,6630,1077,8109
3056,5717,8324,2492,5285,5968,5682,1218,639,7714,1185,4945,4890,3531,513,7165,2387,1925,8591,311,4003
3057,6478,1170,1651,632,7897,8493,5981,1276,1951,2457,2532,434,419,583,8436,995,1197,2712,5393,5854
3058,4616,5799,4066,6344,5129,8945,8545,2878,7732,4846,1872,9592,4912,5365,7126,9155,3741,4837,5619,3125
3059,9765,7341,3305,9944,8313,8046,537,4664,1621,2036,8549,9375,9700,3810,4366,1750,3026,7111,1705,1601
3060,2531,2391,2477,2891,2756,2427,2909,2200,3624,5622,5633,4207,2019,8123,6562,8003,8106,370,163,6749
3061,8312,2781,2794,2957,6575,493,1106,4981,8859,1277,362,1625,4151,6613,1025,9679,2860,2266,2473,1937
3062,9878,4417,1371,1926,619,4664,1415,1621,7200,2444,4699,211,2465,9097,9432,127,1078,8663,2895,9014
3063,4650,4534,5463,3826,9308,7081,5281,2125,4396,2291,593,4445,1298,1693,1591,3095,6224,9531,6218,817
3064,3329,5161,7140,1198,654,658,7359,2137,1220,9444,6054,4307,4654,7979,6460,5529,6241,1912,7161,3257
3065,7123,4085,5775,5304,3806,6539,8068,5795,7080,7047,6914,5195,1719,4528,5558,3513,3374,9890,3804,5507
3066,2547,3223,2737,2398,2184,2214,2746,2012,2981,2277,4022,4892,3829,4095,1858,4490,2261,2568,2773,1763
3067,3042,3386,4089,7972,5741,5361,4133,6757,2575,1406,3290,692,1599,5790,4227,2378,7791,4600,3912,694
3068,5330,4517,3202,1704,9972,1676,3600,3133,2098,2552,2172,1074,7338,405,2770,297,1299,5057,3027,9317
3069,5529,1516,7866,5779,1705,2220,5424,8179,3495,1926,6220,7365,1415,4411,1078,3361,7547,5471,7920,5761
3070,7247,3780,9237,9119,1361,4956,4146,5182,7918,4129,9804,3941,2476,5036,3028,7138,8939,457,6544,816
3071,3572,687,9280,2790,3543,5081,8633,9993,1333,366,2647,870,4906,1710,2834,8174,4140,3675,2727,765
3072,2624,2196,2646,4585,5782,890,789,3754,3978,9463,1914,5055,2491,5676,9699,276,432,2755,2536,5100
3073,3592,1860,506,2799,5602,581,752,206,713,423,1170,2884,1505,1472,2532,2983,525,632,1651,1062
3074,4879,8259,4893,4344,7862,9502,4292,2256,6317,3087,3248,3499,7685,8809,6202,4785,4780,1512,7917,1141
3075,5245,720,7922,3854,803,5213,1321,3864,4689,1126,3,2851,1609,2585,6290,732,1619,1109,835,893
3076,2810,3131,1133,1970,1681,4870,4091,820,9302,1073,1088,2403,7836,2197,1435,8289,899,4602,1393,4983
3077,8609,3535,3101,2960,3934,6442,7106,6022,8221,8899,512,1666,8819,531,1454,2544,3344,4149,6736,5931
3078,905,1635,1229,4947,1287,1632,627,5446,2467,6702,1781,3274,2127,2864,454,6645,6647,3047,608,5303
3079,1161,2004,7826,2601,730,3387,9756,225,131,8873,2098,8523,8625,6787,2671,32,5033,4504,483,2002
3080,4003,9819,1907,1434,7212,2361,8726,1650,293,4716,2158,8558,1120,6430,3833,1953,6842,778,1207,1605
3081,2183,962,1036,3649,1773,2972,1295,3633,9713,3107,4637,4652,4764,2333,4741,4833,2779,2443,334,2208
3082,3395,3396,3086,3660,2937,2353,1572,1895,5923,766,7906,3055,1904,7014,2674,6568,2514,5879,5752,9385
3083,3486,2394,7797,1803,5759,5322,6658,2705,7697,6531,2050,1387,2182,1805,8266,6387,805,2593,783,3473
3084,6901,5890,486,1391,6628,5504,8510,8546,5541,6133,1726,6164,5136,9352,5946,3992,6938,4687,4458,376
3085,4634,2097,180,1015,8588,7277,7517,6046,4515,5386,6688,6354,5189,576,7032,6326,7392,3464,7309,8016
3086,3396,3082,3395,2937,3660,2353,1572,1895,766,5923,7906,3055,4061,5879,8109,2674,6611,7014,1904,5752
3087,9964,8708,8029,3074,2587,970,2983,7285,393,7329,8822,3389,4335,4921,7560,6275,1743,88,2932,7359
3088,5907,8357,3346,3715,1771,4870,1477,1114,8226,5931,4219,2499,7947,9455,2168,6909,3323,1088,590,8207
3089,3276,2861,3369,2389,3664,4675,4667,1616,4458,8761,4230,1172,4665,6235,5946,6133,6794,9734,6053,5390
3090,2408,7644,2025,3131,5627,274,2051,1843,6130,1319,3122,866,6288,5527,3264,4582,3076,1457,6363,6521
3091,6264,1158,1581,4062,3410,2411,9407,2942,8360,4811,6333,734,7644,1466,3772,5052,3143,3264,515,5717
3092,6895,495,5346,1238,4020,6892,8071,7561,1557,4139,3068,1923,3133,1318,7338,8737,6917,3540,7664,7540
3093,3224,5990,9221,8748,1787,1180,2033,2588,8181,5002,4399,8466,5068,4676,8247,1647,6156,6617,1933,4769
3094,2689,1229,4575,7083,6498,5601,7323,7075,1603,5071,1266,863,6395,8602,8774,5056,7858,4439,6297,3303
3095,3030,4038,1754,4248,2956,7171,6717,2001,6224,1619,3275,419,418,3736,6403,9325,7324,3759,9327,210
3096,3938,3530,2811,3492,2198,1931,1693,1463,1418,5232,6472,1686,4553,5160,6330,4799,5203,7506,8038,4941
3097,4259,2372,4172,5006,3213,5818,4754,6942,6994,3258,1751,1680,2159,3605,1930,2432,7328,2405,1966,2091
3098,4813,3713,4986,3162,3455,2773,3223,3163,2746,1858,2981,1260,5966,5642,2568,1763,2277,3066,2261,4022
3099,4026,5538,6386,7446,6418,7394,4352,9121,9499,3247,3246,3111,7766,1812,7035,914,2189,910,1593,3644
3100,3304,999,2976,1373,2049,5860,7646,4112,9919,1383,4042,9661,2215,1825,5114,8856,1916,5253,8870,9608
3101,2468,3077,1706,512,2960,402,2365,1666,6455,1717,9784,6385,7832,3344,1784,786,5716,3037,8609,2466
3102,4168,3475,5430,5910,4335,8421,3386,5292,7564,1661,9594,939,7508,6072,5422,9396,331,318,3812,2018
3103,2674,7310,7979,3867,7901,5884,277,5634,1082,1511,8759,1385,8412,7199,8335,7048,7851,5039,6016,8387
3104,5336,4211,8220,7594,8752,1035,5081,7540,870,8964,1988,7142,5765,7959,5495,6065,6781,5968,4661,2680
3105,2971,2998,3463,2105,4921,6118,7319,7101,9996,6812,3875,980,9712,1818,1653,4479,1962,1889,1636,2614
3106,3400,5678,1160,1598,9233,7769,7848,7806,2950,7503,3387,1393,5798,9743,2197,1544,2403,1580,6042,2517
3107,4637,4448,2748,2972,5096,4652,1209,3017,6001,3422,2276,7085,7999,9420,812,5170,2443,1981,2483,3863
3108,2745,2351,2296,2150,2031,2074,3680,4127,3876,4797,5007,5282,5166,1091,6422,511,7268,8216,5894,6878
3109,7501,8687,9998,8635,6445,5980,5091,2413,4268,1552,4749,9808,5214,687,3737,7407,5433,7855,9254,9520
3110,6027,6217,1321,9553,5339,6574,585,3629,835,1828,2434,893,3977,720,6576,2585,2537,1183,1510,9781
3111,5714,7128,7766,7035,1991,3632,6252,9499,2325,3246,2156,4266,2728,3099,2693,6074,2241,5317,6126,5332
3112,6294,7007,6237,8644,9057,5314,3622,9154,4986,5834,5680,3801,5642,4813,5501,1746,4892,3517,4048,2981
3113,5139,4159,3025,2094,1811,2138,3515,2264,1959,1694,1821,6132,1067,1226,1181,1232,996,1151,1606,1267
3114,3233,3848,6247,5859,7740,1376,1428,1166,9028,2070,1194,1043,8585,9061,7422,2896,9757,392,8871,4495
3115,3571,3859,4805,3902,3926,3189,4433,5017,3201,4946,5892,8527,8345,5710,5566,8089,5218,6513,4801,8252
3116,5660,1302,3956,6266,2916,525,6848,5034,5689,206,3770,7057,632,280,6550,4573,1413,583,1523,9926
3117,3295,2119,5671,9586,7793,9331,8098,1429,6855,4776,6330,5232,2160,5160,1731,2453,1412,2811,1686,859
3118,4313,8974,1271,318,421,8586,2999,3334,4499,8662,825,6041,6737,6577,7789,5011,8120,7458,6028,925
3119,1414,1459,686,716,821,622,683,552,571,302,152,286,420,107,7962,5656,8180,9288,8284,9559
3120,2230,4445,4275,2125,6009,4534,4650,1530,1809,738,8445,2954,5463,3019,7393,1367,1918,2493,7095,292
3121,5689,4393,9013,1608,5757,8749,9692,1780,4573,6911,2283,2714,4587,5729,7897,1276,2488,4158,756,9687
3122,2566,5215,6825,8823,2912,8537,9006,1877,1384,9409,8865,1507,1330,1202,6361,3890,5270,6884,2903,489
3123,7950,7398,9097,1074,3810,5070,3586,4055,9133,2290,5786,7292,6571,7030,7747,1684,5783,6776,7279,1191
3124,4441,4336,9720,7756,5116,5754,3508,6119,485,2259,3751,9127,1364,3903,3256,7584,213,7913,5253,4483
3125,6561,5109,6185,9388,7787,8853,8824,1871,3693,7213,8133,9935,8706,7605,8624,9657,5284,6172,9468,5486
3126,3764,5346,4640,6273,395,9190,3472,4284,9524,4410,5823,7565,264,9212,130,6034,2419,6925,3581,2098
3127,1641,1980,637,9617,8680,4139,8552,7654,6055,5691,1074,8925,2098,3342,8052,4677,9754,1161,1015,1364
3128,4579,1993,1533,1633,2604,3477,898,2347,3340,5928,5290,4192,4251,7260,696,1217,6665,5293,7214,8539
3129,1926,2329,1078,3695,1705,2444,1446,7577,5841,1371,1601,8034,1621,990,7200,2414,5483,1415,9765,3661
3130,2717,7988,7071,6116,9226,4988,6482,6965,8108,7432,8583,4829,6358,9107,8063,6206,9411,2273,1819,4747
3131,3076,2810,9720,3054,3973,8640,6055,3090,6521,6213,7701,3807,6842,8289,2177,6856,8759,9941,6283,4264
3132,2642,1452,9075,9352,1652,4233,5221,3593,6244,656,2608,8910,1391,645,1857,8510,3663,1766,8241,8197
3133,3600,9972,5330,4517,1704,2098,7338,2172,3068,3202,2770,1676,2552,4316,405,4872,9630,1074,7872,4421
3134,1195,5933,1688,8036,8566,5595,2204,3038,1587,414,1538,7828,359,3615,668,7228,8449,3427,143,320
3135,1710,2636,3685,374,6450,5634,3570,9280,9993,8633,8414,7147,8840,1449,9359,5138,5701,2804,4398,1241
3136,6261,5097,5914,8340,8075,1649,6383,9828,6050,2671,8186,5573,6436,1237,8464,3299,3971,7138,4722,311
3137,4459,4608,4101,4588,3182,1918,8185,8491,9622,7238,1801,9216,9330,9911,9103,5867,4190,5560,4944,8275
3138,3904,2821,5567,1112,4698,1210,8591,4014,133,3234,5827,1956,2324,6505,2571,1061,3739,2556,1489,6302
3139,5009,2982,9884,2131,2177,5754,4939,4104,9561,9941,7068,3559,6856,2709,9049,4672,2609,3482,4726,3619
3140,4327,4482,5909,6437,7489,5142,4320,1618,504,3531,2266,8854,5480,8917,2963,1925,4717,6961,7165,4151
3141,3412,2029,2013,5419,9961,6283,822,2664,9302,212,3869,8127,5700,8508,2403,2137,1544,5386,8212,2431
3142,8174,2790,5336,8220,9014,3488,4366,6463,8903,9375,5873,7200,5713,7873,4971,4536,2686,2175,8179,5495
3143,734,3971,1581,2942,3465,3264,3003,6139,311,2411,1237,3091,840,9545,1158,6264,1961,8635,5561,6951
3144,2522,2393,2429,2245,2135,2016,1600,2121,1838,1870,1617,2525,1424,1358,1876,2641,7219,3690,477,8299
3145,3297,2562,2208,1165,938,2972,5300,6343,1219,2333,2665,3633,1702,8952,6099,2443,2153,9351,6103,4008
3146,7242,5132,629,3438,9445,3409,7327,708,1506,3538,1835,3383,1206,8379,1529,5222,2521,1663,4591,7043
3147,1665,970,3249,1200,2118,4745,1049,2978,1674,2407,3534,3341,2792,3725,603,565,2606,4472,3798,9515
3148,9524,1103,674,9142,5740,6986,9212,4919,5270,3894,9190,4410,5741,552,7739,6806,4555,169,3891,5917
3149,2928,8195,1692,1855,7727,5008,4708,9149,3997,290,2222,1330,1579,6557,4982,8793,8653,4940,9482,8865
3150,5896,4224,5638,4077,5137,5021,4023,6208,4365,6739,8518,7005,6641,7445,6960,7321,8058,9950,7203,8918
3151,876,2260,2892,9239,6778,7011,3936,1765,3279,5767,4180,9803,4886,2582,6498,5003,8428,4434,9125,3658
3152,8238,9004,5809,5180,9442,3896,5336,2784,5664,6559,2910,8598,5154,5138,4153,5394,8454,7612,5051,4803
3153,3887,6766,5886,6035,9366,6210,7167,9132,3710,9368,7058,6372,5572,7624,6023,6941,8872,2949,3909,2238
3154,4000,2719,2780,3157,3627,1504,2164,1399,7218,1243,8106,9053,6571,4675,428,909,6792,3369,684,4458
3155,2401,2048,3161,5758,8431,7348,3394,3906,5459,3355,2723,7053,6174,5770,2849,8608,4636,7158,3784,1138
3156,5851,8355,3048,2875,5794,2284,6636,4348,1544,5556,8532,4660,919,1239,8261,3638,4508,9243,3412,6095
3157,4000,3627,3154,2780,2719,1504,7218,2164,1399,8106,6571,1243,9053,6541,9806,5352,1456,909,2477,1359
3158,3653,3431,4481,3035,4802,1016,3940,4876,6352,5952,6987,7758,5359,5408,5771,6151,5299,4794,5639,4630
3159,1013,4169,8246,9815,6626,3046,2753,7385,5745,7060,7942,8201,4136,8533,4389,6663,8571,913,4272,5094
3160,4577,1669,4819,6503,6911,615,187,6524,5541,8196,3487,645,9682,6938,9081,9361,7220,781,8331,5440
3161,3355,3394,4636,5758,2849,6660,8431,7348,2055,8608,7158,7053,5770,5781,3906,6174,3155,1138,3277,5121
3162,4813,3713,3098,4986,5642,2746,3455,2354,9057,1260,4095,3163,5966,5314,3517,1763,2773,5501,2568,3823
3163,5314,6237,2737,2012,3223,3066,3713,2746,2547,2981,5834,3098,2398,1858,2277,3455,2214,2568,4813,4095
3164,9229,3502,3435,8013,4323,2818,9077,4344,6040,5535,6565,1047,6545,2146,1558,9028,2886,845,9802,4624
3165,2593,5473,2134,3326,3862,1861,3687,415,2038,1540,4076,6635,3970,6239,3336,246,4007,4562,2715,543
3166,4656,5092,5295,5609,5684,3608,6080,3832,2911,2549,3510,7600,4425,3874,3990,2341,2303,2550,2090,2605
3167,2835,3190,2622,3214,3786,3470,2830,2515,3449,2920,2059,2964,4056,5235,7456,6821,6685,5839,6377,6238
3168,2858,2882,907,3865,4402,1612,5158,4121,5600,5431,4871,4680,5522,5006,4084,6994,4619,5818,5411,4065
3169,2365,5569,6788,7210,3037,2993,1569,2199,8733,6772,3484,4777,824,8000,8906,402,1706,2370,6998,2366
3170,5575,6171,7884,2241,5186,5235,2140,8568,2728,4875,1451,6678,70,9086,4117,4055,1745,1816,8157,900
3171,4633,6321,526,7924,4749,6564,5885,4904,6131,5545,3631,4887,5518,9783,7575,6431,511,7569,9523,9958
3172,5637,3480,489,7844,6166,2336,790,1099,744,3936,2694,6867,4301,6966,9531,4103,7429,7883,9679,5163
3173,4058,7871,940,5519,8379,7867,2772,1814,3466,939,4568,4988,1187,1482,3615,566,8434,1912,1174,926
3174,2825,3601,4571,5672,6797,4806,5951,6246,1528,2828,1254,3697,4182,1346,8522,3291,917,8651,1230,7614
3175,2009,1709,5209,6507,7265,5507,5026,6539,5936,3513,4387,367,4713,5945,4678,8444,3803,4789,4124,1922
3176,2662,3336,3687,1696,3326,4446,3862,3970,5060,6624,8660,5803,6052,491,805,643,783,246,6239,1540
3177,2783,3648,2623,2608,3497,1863,4194,1857,3536,2959,3244,3663,7505,1480,7981,7895,5805,6374,6368,8085
3178,8751,9350,1736,8550,3469,3490,3461,3478,7908,7830,6117,1490,7240,7121,7365,5459,9029,2360,5563,8658
3179,3712,4720,2935,1531,4665,6792,1399,2477,9075,1456,7153,1760,2200,2619,2151,5504,7249,5390,7770,909
3180,6993,8119,2280,5788,9301,8200,8021,8481,382,3645,8834,6839,8013,991,6925,9634,8601,9527,9944,4092
3181,4054,3041,3939,3520,2797,3840,3785,4723,3320,2572,4780,4292,5208,2308,5053,3203,3734,6832,2191,1141
3182,1918,4608,1801,4101,4459,3137,7238,8491,4588,8185,9622,9911,9216,9330,4190,4944,5867,9103,8275,3530
3183,3738,3984,5248,2083,4281,6459,5902,7447,2545,3839,9066,3454,5611,2317,5000,4801,3926,5892,3001,1513
3184,1689,2688,2853,4568,5124,8745,3567,4557,5696,6300,4249,3503,4400,3211,4693,4141,1599,9423,6466,8292
3185,3852,4817,2369,6462,7160,6489,1169,2356,1556,2410,2217,8436,9153,8500,750,4929,6717,3749,3607,8391
3186,1792,7559,9627,8297,4473,9426,9930,9854,7329,9423,5448,9159,8457,6406,7736,4784,4983,7159,9070,1462
3187,5553,8479,9759,5120,3985,9946,8516,483,9651,8052,3911,570,8655,658,6895,1312,9531,323,7496,2193
3188,2721,3478,3768,4651,2154,5837,8725,9282,8339,1654,1127,1630,1340,1394,1304,1450,1363,8641,1228,2081
3189,3902,3859,3571,4805,4433,3926,5017,3115,5892,3201,8345,4946,8527,3001,3382,5000,4781,4801,9414,5749
3190,3214,2835,3786,3167,2830,2622,2515,3470,3449,2920,4056,2964,2059,5839,6821,7851,6685,7456,6955,5235
3191,4522,2767,2244,6527,1029,8020,4574,8663,5173,5586,5181,5484,9458,4507,3822,4494,6468,5331,5366,3672
3192,861,4505,6370,2692,3015,7163,8657,7510,8364,203,2437,6026,3607,6700,4662,5450,4466,1994,7061,1169
3193,9748,5206,8319,8474,7698,5929,3333,9452,5828,4724,1182,8446,5652,2418,1490,9508,8349,4962,4778,7426
3194,2307,5236,1866,6707,5776,1538,8900,9835,9065,8065,6905,2088,4164,2630,8136,8405,2771,926,6137,7040
3195,2193,1421,570,795,4354,5935,9083,5474,1005,9506,3412,6546,4384,1009,1928,8653,1046,1819,3985,1467
3196,6393,1330,7686,7587,573,2566,2163,247,6348,3493,303,1079,744,315,448,8966,9391,5610,582,1157
3197,4027,4253,5263,5905,5826,7088,6336,8250,501,7995,7491,5961,6383,7133,5095,2013,9854,8811,8012,2927
3198,2574,3965,3705,2751,4025,2497,3366,3280,3870,3982,4590,902,2639,4358,2893,2754,2596,3467,7211,4673
3199,2659,6711,1036,4833,1981,7194,1893,4008,1219,6205,7224,2576,2330,2913,5246,1165,2333,796,965,3748
3200,3359,2469,2489,3000,2718,2944,3362,2501,2936,2271,1768,2109,2677,2658,2086,2554,2043,1924,3462,2452
3201,3902,4805,3859,5017,3926,3115,3571,5892,3189,8345,4433,4946,8527,2083,5902,6459,9011,7447,3738,3382
3202,5330,4517,3600,3068,1704,1676,3133,2552,2172,2098,7338,2770,1074,405,6320,297,2975,4316,8167,8456
3203,2191,3785,5208,4054,3520,3939,3840,3320,2797,4723,2308,2572,3181,3734,8927,1777,2108,3041,5275,8913
3204,2378,5534,3766,8765,4362,6360,5790,4600,4631,4089,4547,8536,6137,7665,4098,5916,3209,9565,1072,8228
3205,4524,1900,1795,1208,2155,1123,2352,5188,944,1339,7887,2979,1589,911,5763,1261,5903,1423,986,1139
3206,1369,2343,2068,1059,2495,4214,241,9119,8279,8635,853,5199,9845,5066,3003,4256,7918,9861,6544,4843
3207,8929,2498,9495,374,8081,8243,7587,6997,2290,4661,7727,8498,4197,1048,9097,3033,211,758,1224,9204
3208,771,7738,1048,3788,217,2917,1326,1734,1514,7918,7140,5180,2837,4285,3307,8654,7207,4140,5634,2636
3209,5916,9565,4547,4631,8765,6137,9369,5790,3766,3401,3993,7867,3204,4362,9792,7699,4600,5650,5519,8227
3210,1084,701,6128,1664,5881,8692,959,7416,6326,9941,6688,7249,1214,1574,5421,7375,3139,1949,5384,2809
3211,3503,6506,4141,4249,7695,8739,1468,269,9131,2938,3516,2610,8356,3567,509,2688,411,4400,4360,9446
3212,4870,1771,2499,8207,8226,5931,5915,3346,8357,1073,1064,1114,230,7090,4219,6884,471,8430,961,7055
3213,3605,3258,2874,5818,5006,4754,1680,4172,2159,8860,2091,2432,1930,6942,6994,4308,5277,4065,1751,6761
3214,3190,3167,2835,3786,2830,2622,4056,2515,2964,3470,2059,3449,2920,7851,6685,5235,6821,5839,9614,6357
3215,5218,5659,4781,3454,3382,6864,4105,4030,5760,7583,4556,2317,6731,8050,2545,7112,7576,1840,9128,7854
3216,2939,3963,8350,9888,9155,515,9456,7612,9206,8140,6588,331,3268,7828,3905,6458,6510,3744,7582,4164
3217,9970,6770,1661,6791,6019,1909,1814,5454,150,2804,8690,3847,7710,2948,9110,7907,7988,3446,5394,417
3218,6248,1850,1251,805,1227,415,814,880,2488,3617,3289,600,254,5465,224,3411,783,491,2951,434
3219,494,7749,146,5929,9637,1325,4793,8985,8902,7240,6546,2637,5478,9334,1005,9498,8625,9579,9966,9233
3220,4911,9327,159,4038,151,175,4603,1754,3275,214,3095,41,163,294,9740,909,3054,6562,4248,2101
3221,6643,8104,9490,5535,6244,4208,2019,1738,6749,3992,8287,8241,8251,1293,1043,5962,1376,8910,2415,6346
3222,6543,7746,8333,5992,8655,9374,2100,9307,9269,9004,1349,7916,1904,7936,6984,5476,4907,5369,2706,2435
3223,2737,3066,2547,2398,2746,2184,2214,2277,2981,2012,4022,3829,4892,4490,1858,4095,2568,3163,3713,2773
3224,7024,3093,9039,5373,1372,4676,1787,1933,9512,8466,6089,3251,8247,7831,6198,5647,7823,1475,5038,9247
3225,6570,8907,6867,5637,9219,5809,4110,5387,4045,9176,8191,8973,4809,6593,7332,6786,8239,6264,6139,8404
3226,1387,8266,9011,636,2956,3030,954,1609,1619,2001,5245,3275,6717,3486,4248,6403,1355,5542,3967,5344
3227,8034,9944,9666,6603,7920,9878,3385,1415,7577,2707,5796,9765,7200,4341,1621,6363,1926,1992,5786,3009
3228,1192,9551,8586,5734,6916,8836,9470,6088,2772,852,5842,8690,348,1499,9909,1453,7148,2360,6468,5118
3229,7635,5665,4728,6212,2235,7748,1058,6512,5041,4240,5861,9116,8215,8868,9494,5858,7208,9469,7619,8156
3230,4229,4410,8272,9055,466,4465,5027,4018,1750,4404,5845,1507,19,9718,8535,3597,2101,5749,3054,7517
3231,4833,9046,9101,9258,3649,2208,2183,3422,5608,4652,1981,4741,6098,218,2779,2330,4742,1769,4365,2276
3232,2879,1603,4709,2039,6003,3051,4315,2181,5492,2446,1447,2582,9557,3698,1823,2260,4886,6498,876,4180
3233,3848,3114,6247,5859,7740,7130,1376,1428,1166,1043,1194,7422,5633,9028,4668,5622,4495,392,6532,3624
3234,2324,2556,2571,5827,1956,1489,681,544,1112,3138,2821,1210,3904,740,2032,9708,2049,347,9856,1431
3235,7200,5873,8179,5424,9014,2414,3695,9944,9765,5796,5471,5713,4366,1992,7873,9375,3385,7577,3361,1415
3236,8905,2003,7108,7896,3615,7582,3952,7310,2772,7572,7659,9406,4988,6588,6137,5562,9145,3299,5628,318
3237,5024,9119,4526,4555,6932,5336,8470,6853,8323,1145,4265,9265,119,8920,515,6147,198,697,2064,4638
3238,5032,1594,2932,7229,5583,8328,3498,8745,435,7192,355,5539,2688,4400,8543,5029,761,8196,1807,6503
3239,4864,7237,7670,2241,1816,2904,9398,2676,3644,5538,7589,2500,1730,9029,7378,8705,910,2889,5186,2189
3240,966,1150,7645,227,343,3945,596,1826,281,833,1245,4040,9901,628,86,521,963,1037,123,2789
3241,1668,9470,2587,1308,3441,5259,393,1022,9591,4386,842,5842,1472,581,2167,3770,3368,2629,452,1808
3242,6112,2523,5069,5833,6495,1656,1493,2990,994,5152,5823,9291,9968,9537,9629,4535,800,4277,3402,4242
